"","(Intercept)","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","OverallQual","TotalBsmtSF","GrLivArea","KitchenQualFa","KitchenQualGd","KitchenQualTA","GarageArea","BsmtFinSF1","BsmtFinType1BLQ","BsmtFinType1GLQ","BsmtFinType1LwQ","BsmtFinType1NoBasement","BsmtFinType1Rec","BsmtFinType1Unf","OverallCond","LotArea","X1stFlrSF"
"332",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1053.58965895078,1053.11604134724,0,0,1,308,845.027315099676,0,0,0,0,1,0,6,8174.94634315856,1052.99259288921
"189",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1083.58965895078,1221.11604134724,0,0,1,528,1085.02731509968,0,1,0,0,0,0,5,7016.94634315856,1220.99259288921
"1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,853.589658950783,1707.11604134724,0,1,0,548,705.027315099676,0,1,0,0,0,0,5,8448.94634315856,852.99259288921
"1302",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,768.589658950783,1491.11604134724,0,1,0,213,546.027315099676,1,0,0,0,0,0,7,7498.94634315856,749.99259288921
"1194",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1221.58965895078,1221.11604134724,0,0,1,402,882.027315099676,0,1,0,0,0,0,5,4498.94634315856,1220.99259288921
"946",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1085.58965895078,1866.11604134724,0,0,1,456,1087.02731509968,0,0,1,0,0,0,6,8818.94634315856,1184.99259288921
"190",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1590.58965895078,1590.11604134724,0,0,0,682,1152.02731509968,0,1,0,0,0,0,5,4921.94634315856,1589.99259288921
"872",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,801.589658950783,1679.11604134724,0,1,0,523,504.027315099676,0,1,0,0,0,0,5,8748.94634315856,800.99259288921
"334",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1355.58965895078,1355.11604134724,0,1,0,484,719.027315099676,0,1,0,0,0,0,5,8196.94634315856,1354.99259288921
"1039",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,543.589658950783,1341.11604134724,0,0,1,0,-0.972684900323611,0,0,0,0,0,1,6,1531.94634315856,794.99259288921
"6",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,793.589658950783,1359.11604134724,0,0,1,480,731.027315099676,0,1,0,0,0,0,5,14113.9463431586,792.99259288921
"758",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,669.589658950783,1383.11604134724,0,0,1,440,437.027315099676,0,0,0,0,1,0,5,11614.9463431586,668.99259288921
"465",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1037.58965895078,1037.11604134724,0,0,1,0,615.027315099676,0,0,0,0,1,0,5,8428.94634315856,1036.99259288921
"981",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,941.589658950783,996.116041347238,0,0,0,588,866.027315099676,0,0,0,0,0,0,9,12120.9463431586,995.99259288921
"1410",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,788.589658950783,2090.11604134724,0,0,1,542,-0.972684900323611,0,0,0,0,0,1,6,20542.9463431586,1232.99259288921
"105",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1037.58965895078,1815.11604134724,0,0,1,240,223.027315099676,0,0,1,0,0,0,4,7756.94634315856,1222.99259288921
"126",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,517.589658950783,751.116041347238,0,0,1,0,489.027315099676,0,1,0,0,0,0,8,6778.94634315856,516.99259288921
"35",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1558.58965895078,1558.11604134724,0,0,0,556,1152.02731509968,0,1,0,0,0,0,5,7311.94634315856,1557.99259288921
"34",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1395.58965895078,1697.11604134724,0,1,0,447,1017.02731509968,0,0,0,0,1,0,5,10550.9463431586,1696.99259288921
"92",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1232.58965895078,1232.11604134724,0,0,1,480,599.027315099676,0,0,0,0,1,0,3,8498.94634315856,1231.99259288921
"41",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1085.58965895078,1321.11604134724,0,0,1,440,642.027315099676,0,0,0,0,1,0,5,8656.94634315856,1320.99259288921
"24",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1037.58965895078,1057.11604134724,0,0,1,572,839.027315099676,0,1,0,0,0,0,7,4222.94634315856,1056.99259288921
"745",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1334.58965895078,1334.11604134724,0,1,0,462,732.027315099676,0,1,0,0,0,0,5,5393.94634315856,1333.99259288921
"432",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,898.589658950783,1195.11604134724,0,0,1,0,-0.972684900323611,0,0,0,0,0,1,7,5584.94634315856,1084.99259288921
"1365",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,597.589658950783,1197.11604134724,0,1,0,480,-0.972684900323611,0,0,0,0,0,1,5,3178.94634315856,516.99259288921
"725",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1695.58965895078,1695.11604134724,0,0,0,768,1233.02731509968,0,1,0,0,0,0,5,13284.9463431586,1694.99259288921
"770",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1647.58965895078,3276.11604134724,0,0,0,841,1415.02731509968,0,0,0,0,0,0,5,53502.9463431586,1686.99259288921
"1104",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,652.589658950783,1191.11604134724,0,0,1,539,654.027315099676,0,0,0,0,0,0,6,8908.94634315856,1190.99259288921
"86",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1285.58965895078,2414.11604134724,0,1,0,462,-0.972684900323611,0,0,0,0,0,1,5,16057.9463431586,1297.99259288921
"717",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,715.589658950783,2551.11604134724,0,0,1,704,-0.972684900323611,0,0,0,0,0,1,8,10798.9463431586,1572.99259288921
"1388",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,711.589658950783,2523.11604134724,0,1,0,216,167.027315099676,0,0,0,0,1,0,7,8518.94634315856,1660.99259288921
"1224",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2133.58965895078,2133.11604134724,0,0,1,528,755.027315099676,0,0,1,0,0,0,3,10678.9463431586,2132.99259288921
"1352",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,855.589658950783,1713.11604134724,0,0,1,490,318.027315099676,0,0,0,0,1,0,6,9245.94634315856,854.99259288921
"874",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,829.589658950783,1265.11604134724,0,0,1,288,374.027315099676,0,0,0,0,1,0,7,12142.9463431586,1032.99259288921
"831",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1389.58965895078,1389.11604134724,0,0,1,458,1039.02731509968,0,0,0,0,1,0,5,11898.9463431586,1388.99259288921
"561",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1389.58965895078,1389.11604134724,0,0,1,528,1301.02731509968,0,0,0,0,0,0,6,11339.9463431586,1388.99259288921
"1390",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,732.589658950783,1215.11604134724,0,0,1,440,374.027315099676,0,0,0,0,0,0,6,5998.94634315856,865.99259288921
"1175",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,949.589658950783,2342.11604134724,0,0,1,360,502.027315099676,0,0,0,0,1,0,8,16558.9463431586,1166.99259288921
"386",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1253.58965895078,1266.11604134724,0,1,0,430,23.0273150996764,0,1,0,0,0,0,5,3180.94634315856,1265.99259288921
"1067",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,796.589658950783,1568.11604134724,0,0,1,380,-0.972684900323611,0,0,0,0,0,1,7,7835.94634315856,795.99259288921
"613",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1296.58965895078,1869.11604134724,0,0,0,531,989.027315099676,0,1,0,0,0,0,5,11883.9463431586,1295.99259288921
"652",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,752.589658950783,1507.11604134724,0,0,1,296,-0.972684900323611,0,0,0,0,0,1,5,9082.94634315856,751.99259288921
"323",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1499.58965895078,2727.11604134724,0,1,0,576,27.0273150996764,0,0,1,0,0,0,5,10378.9463431586,1549.99259288921
"895",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,-2.41034104921716,1532.11604134724,0,0,1,400,-0.972684900323611,0,0,0,1,0,0,5,7016.94634315856,1531.99259288921
"1428",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,910.589658950783,1555.11604134724,0,0,1,288,579.027315099676,1,0,0,0,0,0,6,10928.9463431586,1044.99259288921
"143",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,907.589658950783,1382.11604134724,0,0,1,720,506.027315099676,0,0,0,0,1,0,4,8518.94634315856,906.99259288921
"1205",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1053.58965895078,1071.11604134724,0,0,1,495,787.027315099676,0,0,0,0,0,0,6,10138.9463431586,1070.99259288921
"611",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1437.58965895078,2150.11604134724,0,0,0,736,903.027315099676,0,1,0,0,0,0,5,11048.9463431586,1472.99259288921
"486",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1110.58965895078,1110.11604134724,0,1,0,264,606.027315099676,0,0,0,0,0,0,7,9598.94634315856,1109.99259288921
"242",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,683.589658950783,863.116041347238,0,1,0,0,328.027315099676,0,0,0,0,0,0,9,3878.94634315856,862.99259288921
"1350",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,681.589658950783,2355.11604134724,0,0,1,0,258.027315099676,0,0,1,0,0,0,5,5248.94634315856,934.99259288921
"991",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1393.58965895078,2389.11604134724,0,1,0,870,1073.02731509968,0,1,0,0,0,0,5,9450.94634315856,1403.99259288921
"1024",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1343.58965895078,1501.11604134724,0,1,0,437,15.0273150996764,0,1,0,0,0,0,5,3180.94634315856,1500.99259288921
"586",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1865.58965895078,2025.11604134724,0,1,0,880,1459.02731509968,0,1,0,0,0,0,5,11441.9463431586,2024.99259288921
"1401",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,859.589658950783,1155.11604134724,0,0,1,208,-0.972684900323611,0,0,0,0,0,1,7,5998.94634315856,946.99259288921
"212",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1209.58965895078,1209.11604134724,0,1,0,460,35.0273150996764,0,1,0,0,0,0,5,10418.9463431586,1208.99259288921
"235",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,857.589658950783,1957.11604134724,0,1,0,440,624.027315099676,0,1,0,0,0,0,5,7849.94634315856,856.99259288921
"214",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,987.589658950783,987.116041347238,0,0,1,576,715.027315099676,0,0,0,0,0,0,5,13566.9463431586,986.99259288921
"664",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1135.58965895078,1178.11604134724,0,0,1,588,919.027315099676,1,0,0,0,0,0,5,10010.9463431586,1177.99259288921
"859",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1087.58965895078,1367.11604134724,0,0,1,479,-0.972684900323611,0,0,0,0,0,1,5,10398.9463431586,1366.99259288921
"558",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,634.589658950783,1333.11604134724,0,0,1,570,636.027315099676,0,0,0,0,1,0,6,11038.9463431586,893.99259288921
"1421",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,705.589658950783,1413.11604134724,0,0,1,776,403.027315099676,0,0,0,0,0,0,6,11698.9463431586,704.99259288921
"893",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1056.58965895078,1065.11604134724,0,0,1,264,662.027315099676,0,1,0,0,0,0,8,8412.94634315856,1064.99259288921
"1361",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,609.589658950783,2598.11604134724,0,0,1,621,-0.972684900323611,0,0,0,0,0,1,6,9840.94634315856,986.99259288921
"1338",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,690.589658950783,690.116041347238,1,0,0,0,-0.972684900323611,0,0,0,0,0,1,4,4116.94634315856,689.99259288921
"442",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1437.58965895078,1437.11604134724,1,0,0,0,132.027315099676,0,0,0,0,0,0,4,12106.9463431586,1436.99259288921
"772",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,833.589658950783,1217.11604134724,0,0,1,396,835.027315099676,0,0,1,0,0,0,5,8875.94634315856,1216.99259288921
"133",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1060.58965895078,1324.11604134724,0,1,0,624,404.027315099676,0,0,0,0,1,0,6,7386.94634315856,1323.99259288921
"1403",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1283.58965895078,1291.11604134724,0,1,0,662,-0.972684900323611,0,0,0,0,0,1,5,6760.94634315856,1290.99259288921
"1142",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,777.589658950783,1865.11604134724,0,1,0,484,380.027315099676,0,0,0,0,0,0,7,10302.9463431586,1084.99259288921
"884",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,792.589658950783,2227.11604134724,0,0,1,440,-0.972684900323611,0,0,0,0,0,1,5,6202.94634315856,950.99259288921
"5",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1142.58965895078,2195.11604134724,0,1,0,836,654.027315099676,0,1,0,0,0,0,5,14258.9463431586,1141.99259288921
"180",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,965.589658950783,965.116041347238,0,0,1,480,-0.972684900323611,0,0,0,0,0,1,6,8518.94634315856,964.99259288921
"220",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1245.58965895078,1245.11604134724,0,1,0,438,15.0273150996764,0,1,0,0,0,0,5,3008.94634315856,1244.99259288921
"720",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,968.589658950783,968.116041347238,0,0,1,300,522.027315099676,0,0,0,0,0,0,6,9918.94634315856,967.99259288921
"310",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1893.58965895078,1941.11604134724,0,0,0,708,1273.02731509968,0,1,0,0,0,0,5,12376.9463431586,1940.99259288921
"150",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,893.589658950783,1341.11604134724,0,0,1,240,-0.972684900323611,0,0,0,0,0,1,4,6238.94634315856,892.99259288921
"668",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1405.58965895078,1676.11604134724,0,1,0,575,1137.02731509968,0,1,0,0,0,0,5,8123.94634315856,1675.99259288921
"1049",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2.41034104921716,1768.11604134724,0,0,1,336,-0.972684900323611,0,0,0,1,0,0,4,21748.9463431586,1767.99259288921
"1003",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1571.58965895078,1571.11604134724,0,1,0,824,23.0273150996764,0,1,0,0,0,0,5,11955.9463431586,1570.99259288921
"537",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,877.589658950783,1721.11604134724,0,1,0,527,-0.972684900323611,0,0,0,0,0,1,5,8922.94634315856,876.99259288921
"1264",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,761.589658950783,1821.11604134724,0,0,1,520,-0.972684900323611,0,0,0,0,0,1,6,13513.9463431586,1056.99259288921
"485",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,996.589658950783,996.116041347238,0,1,0,264,587.027315099676,0,0,0,0,0,0,7,7756.94634315856,995.99259288921
"263",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,503.589658950783,1209.11604134724,0,0,1,492,505.027315099676,0,0,0,0,0,0,7,8469.94634315856,1208.99259288921
"867",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1635.58965895078,1643.11604134724,0,1,0,870,-0.972684900323611,0,0,0,0,0,1,5,10654.9463431586,1642.99259288921
"468",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,725.589658950783,1641.11604134724,0,1,0,312,385.027315099676,0,0,1,0,0,0,7,9478.94634315856,884.99259288921
"72",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,842.589658950783,842.116041347238,0,0,1,360,564.027315099676,0,0,0,0,0,0,6,7597.94634315856,841.99259288921
"1178",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,815.589658950783,1221.11604134724,0,0,1,210,467.027315099676,0,0,0,0,1,0,8,3948.94634315856,814.99259288921
"686",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1187.58965895078,2087.11604134724,0,1,0,577,827.027315099676,0,1,0,0,0,0,5,5060.94634315856,1186.99259288921
"295",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1413.58965895078,1641.11604134724,0,0,1,418,1284.02731509968,0,1,0,0,0,0,5,9598.94634315856,1640.99259288921
"335",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,940.589658950783,1635.11604134724,0,0,1,472,827.027315099676,0,1,0,0,0,0,5,9040.94634315856,939.99259288921
"1243",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1050.58965895078,1170.11604134724,0,1,0,528,884.027315099676,0,1,0,0,0,0,6,10623.9463431586,1169.99259288921
"66",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1140.58965895078,2470.11604134724,0,1,0,852,-0.972684900323611,0,0,0,0,0,1,5,9589.94634315856,1139.99259288921
"803",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,725.589658950783,1453.11604134724,0,1,0,410,647.027315099676,0,1,0,0,0,0,5,8197.94634315856,724.99259288921
"1389",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1743.58965895078,1743.11604134724,0,0,0,758,1319.02731509968,0,1,0,0,0,0,5,14890.9463431586,1742.99259288921
"1176",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1680.58965895078,2869.11604134724,0,1,0,541,699.027315099676,0,1,0,0,0,0,5,10676.9463431586,2125.99259288921
"1191",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1246.58965895078,1619.11604134724,0,0,1,1356,1158.02731509968,1,0,0,0,0,0,4,32461.9463431586,1618.99259288921
"226",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,627.589658950783,1299.11604134724,0,0,1,280,-0.972684900323611,0,0,0,0,0,1,5,1678.94634315856,626.99259288921
"925",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1683.58965895078,1683.11604134724,0,0,1,612,624.027315099676,1,0,0,0,0,0,6,10238.9463431586,1682.99259288921
"1170",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1927.58965895078,3624.11604134724,0,1,0,807,1386.02731509968,0,1,0,0,0,0,5,35758.9463431586,1827.99259288921
"470",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,829.589658950783,1707.11604134724,0,1,0,506,425.027315099676,0,1,0,0,0,0,5,9289.94634315856,828.99259288921
"1397",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,744.589658950783,1684.11604134724,0,0,1,572,352.027315099676,1,0,0,0,0,0,5,57198.9463431586,1683.99259288921
"795",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,709.589658950783,1892.11604134724,0,1,0,409,-0.972684900323611,0,0,0,0,0,1,5,10830.9463431586,1082.99259288921
"722",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,845.589658950783,845.116041347238,0,1,0,420,661.027315099676,0,1,0,0,0,0,5,4424.94634315856,844.99259288921
"290",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,695.589658950783,1393.11604134724,0,0,1,384,-0.972684900323611,0,0,0,0,0,1,7,8728.94634315856,694.99259288921
"501",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,669.589658950783,1215.11604134724,0,0,1,264,355.027315099676,1,0,0,0,0,0,5,1888.94634315856,668.99259288921
"980",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1118.58965895078,1118.11604134724,0,0,1,480,650.027315099676,0,0,0,0,1,0,6,8814.94634315856,1117.99259288921
"623",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,977.589658950783,977.116041347238,0,0,1,484,559.027315099676,1,0,0,0,0,0,6,7062.94634315856,976.99259288921
"847",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,737.589658950783,1772.11604134724,0,1,0,425,512.027315099676,0,0,0,0,0,0,5,9315.94634315856,1002.99259288921
"585",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,881.589658950783,1570.11604134724,0,1,0,240,-0.972684900323611,0,0,0,0,0,1,7,6118.94634315856,985.99259288921
"88",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,609.589658950783,1221.11604134724,0,1,0,528,-0.972684900323611,0,0,0,0,0,1,5,3949.94634315856,608.99259288921
"1070",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,842.589658950783,890.116041347238,0,1,0,576,219.027315099676,0,0,0,0,0,0,7,9598.94634315856,889.99259288921
"244",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,623.589658950783,1214.11604134724,0,0,1,288,-0.972684900323611,0,0,0,0,0,1,6,10760.9463431586,622.99259288921
"1015",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1079.58965895078,1079.11604134724,0,0,1,240,335.027315099676,1,0,0,0,0,0,5,11662.9463431586,1078.99259288921
"538",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,861.589658950783,861.116041347238,0,0,1,576,599.027315099676,1,0,0,0,0,0,5,12733.9463431586,860.99259288921
"1166",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1499.58965895078,1499.11604134724,0,1,0,644,-0.972684900323611,0,0,0,0,0,1,5,9539.94634315856,1498.99259288921
